content,date,district,place,problem,sentiment,tweetid
@Saurabh14052448 @VRAFans @onlyonenetra @vivekagnihotri It’s becoz of ICMR changed it’s guidelines in may last week… https://t.co/hYUcICzspO,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
Looking at growing cases of Covid 19 Full lockdown for next 15 days may be considered in Jharkhand.,2020-07-15,Jharkhand,Ranchi,['Daily Services'],negative,1.28e+18
@HinaRohtaki Mam what about weekend lockdown status in chandigarh?,2020-07-15,Ward 3,Chandigarh,null,neutral,1.28e+18
"RIL 43rd AGM LIVE: Google to invest Rs 33,737 crore in Jio Platforms

https://t.co/EY5lGScMxT",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Friend needs a #plasma donor for a #Covid patient in #Agra. 

Please help and RT",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
Inbetween lockdown totally crushed from financially and mentally so plz have any job for me so please help… https://t.co/0P0u5uaVR1,2020-07-15,Surat,Surat,null,positive,1.28e+18
"Google confused, please help!!

COVID-19 MONITORING SYSTEM, Government of Karnataka

This is the address that one i… https://t.co/xwF34WS9Y1",2020-07-15,Raichur,Bengaluru,null,positive,1.28e+18
"Hon. CM inaugurated Mulund Jumbo Covid facility on 7th July, the entire thing is an eyewash. facility doesnt have a… https://t.co/4o1lR7QNY5",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"@MumbaiPolice My father passed away (not COVID related), I need to perform last rites in Nashik with my family on J… https://t.co/T49WQi86Sv",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
@MrsGandhi Maharashtra needs Delhi type of solution by centre. Covid situation is really out of control there,2020-07-15,Gurugram,Gurgaon,['Others'],negative,1.28e+18
"#terrifying ""India records another surge in COVID-19 infections with 29,000 new cases""  https://t.co/x8vABBntCF",2020-07-15,Purbi Singhbhum,Jamshedpur,['Food Shortage'],negative,1.28e+18
"Kind attention everyone 

Latest update from the hospital where Amitabh Bacchan is being treated for #Covid_19 https://t.co/jIQxTvLdYo",2020-07-15,Faridabad,Faridabad,null,positive,1.28e+18
@reliancejio @JioCare jio has geat revenue.. then try to think because of lockdown and loss GDP.. please Make the… https://t.co/vmbPctGI4M,2020-07-15,Nagpur,Nagpur,null,neutral,1.28e+18
@BJP4India @PMOIndia @narendramodi @narendramodi @MinisterKTR @KTRTRS @KTRoffice @TelanganaCMO @KTRTRS… https://t.co/91e0qSvLNs,2020-07-15,Patna,Rajendra Nagar,null,neutral,1.28e+18
@peter42047303 @EvilPotato_15 @VVowsim @_GhulamMustafa_ Idols be damned but where the hell is your God hiding durin… https://t.co/DpI6PG2Z7c,2020-07-15,Chennai,Perambur Purasavakam,['Transpotation'],negative,1.28e+18
Thanks health heroes for working 24/7 to keep us safe from COVID-19! #CoronaWarriors #coronavirus #Thankyou … https://t.co/i3niaXspkW,2020-07-15,Pune,Pune,null,positive,1.28e+18
"Respected @Eatala_Rajender Garu, Total Hyderabad is at High Risk..Plz take immediate steps to lockdown the city for… https://t.co/JUoCnmB7jc",2020-07-15,Medchal–Malkajgiri,Medchal,null,positive,1.28e+18
Our latest report on the Impact of Covid-19 on the #SharingEconomy in India. Look forward to constructive feedback… https://t.co/dkjSRH0Q00,2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"Today, @MamataOfficial paid tribute to the #COVID19 bravehearts who lost their lives in the pandemic. The GoWB awar… https://t.co/6xYYMP8db0",2020-07-15,Saran,Chhapra,['Transpotation'],negative,1.28e+18
@sumanthraman The second surge starts early after the lockdown has been released,2020-07-15,Chennai,Egmore Nungambakkam,null,neutral,1.28e+18
@GippyGrewal what about #Warning Punjabi Web Series...? If @humblr has recorded it before lockdown please share thi… https://t.co/09GBOTuYPM,2020-07-15,Bikaner,Bikaner,['Economic'],negative,1.28e+18
BEd ( in service teachers DM) 2nd - 2017-2018 batch Declaration of Results without annual exams based on Internals… https://t.co/77EzNdRj9e,2020-07-15,Nashik,Malegaon,null,neutral,1.28e+18
"The cases are increasing day by day,   requesting our chief minister shri @ashokgehlot51 to start a weekend lockdow… https://t.co/MoIQy3ifqB",2020-07-15,Jaipur,Jaipur,null,neutral,1.28e+18
"@Karnataka_DIPR 
Sir, 
What is current guideline for covid positive asymptomatic people who are in home isolation

Thanks",2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
@SrishtiSharma_ Mangalam drugs also a listed company which is one of the largest hydroxychloroquine api manufacture… https://t.co/HBXFvJw68V,2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"Today 5000 Discharges in #TamilNadu 

4450+ cases reported in #TamilNadu 

#Chennai alone 1250+

68 Deaths reported… https://t.co/dSKRnAkQJd",2020-07-15,Chennai,Egmore Nungambakkam,['Food Shortage'],negative,1.28e+18
"#Zydus #Cadila has started human dosing of its covid-19 vaccine.

@theskumar89 @Ajaykanozia @iamvickymanral",2020-07-15,Ghaziabad,Ghaziabad,null,neutral,1.28e+18
"What do you miss from pre Covid era?

Today I was reminiscing the time, when you could make last minute plans to at… https://t.co/s4rfCrPTc4",2020-07-15,Puducherry,Pondicherry,['Daily Services'],negative,1.28e+18
@Amul_Coop @amulcares please help and support the small vendors and hard working persons 🙏🏻 instead of promoting th… https://t.co/b4hrPtdXwH,2020-07-15,Ludhiana,Ludhiana,null,positive,1.28e+18
"@drharshvardhan  as health minister of this country, how is your Josh.
Can you please answer why after 18 days also there is lockdown.",2020-07-15,Bangalore,Anekal Bangaluru,['Daily Services'],negative,1.28e+18
Slow-Motion Video Contrasts Mask Effectiveness Against Spread of COVID-19 #WearADamnMask #COVID19 https://t.co/MtkxbQReJK,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"Shoot mood on, 1st shoot after lockdown. https://t.co/0fMZkd1BUg",2020-07-15,Kolkata,Kolkata,['Daily Services'],negative,1.28e+18
"@DCPSouthBCP @Tejasvi_Surya @RAshokaBJP @Ravi_LA @DrKNarayanan @sugaradhana If fumigating helped, we shouldn’t have… https://t.co/PDKWsLjx0L",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"3 months in, how COVID-19 has permanently changed marketing https://t.co/mTp9ufVBZc via @marketingdive #COVID__19… https://t.co/oBCFLGk1O5",2020-07-15,Ahmedabad,Ahmadabad City,null,neutral,1.28e+18
"""First COVID-19 vaccine tested in the US shows promising immune response ahead of large trial""  https://t.co/J9OTuneLTf",2020-07-15,Ghaziabad,Ghaziabad,null,positive,1.28e+18
"Covid-19: Recoveries 1.8 times of active cases now
https://t.co/Rb2enJbSXj

via NaMo App https://t.co/QMqAIxoWSK",2020-07-15,Rampur,Rampur,null,positive,1.28e+18
I didn’t expect delivery so soon given the lockdown but that’s why @bengalurufc is the best. Always thinking of our… https://t.co/bxffxzfJCs,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
"#Lockdown is not a solution Mr @OfficeofSSC @ChouhanShivraj
@narendramodi @PMOIndia @AmitShah @BJP4India @BJP4MP… https://t.co/IS13w3XT0U",2020-07-15,Bhopal,Bhopal,['Economic'],negative,1.28e+18
#Covid19Karnataka #Covid_19 #COVID #Hyderabad #TelanganaFightsCorona Dr Sanjeev Kumar Whatsapp 7995916038 Free Cons… https://t.co/SaH303U9dw,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
"@UPGovt sir the lockdown on weekend is very good initiative taken by the government, but why banks are not closed o… https://t.co/hQiZcMCnu6",2020-07-15,Kanpur Nagar,Kanpur,['Others'],negative,1.28e+18
"3000+ cases in Karnataka, wasn’t it a lockdown today! Tweet like expert!",2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
@Saurabh14052448 @VRAFans @onlyonenetra @vivekagnihotri It’s becoz of ICMR changed it’s guidelines in may last week… https://t.co/hYUcICzspO,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
@dineshgautam1 @intenceroselove M not asking for work but if these digital platforms are not ready to showcase a fr… https://t.co/tmzfY0HgEh,2020-07-15,Mumbai,Mumbai,['Daily Services'],negative,1.28e+18
@dineshgautam1 @intenceroselove Being an Actress m Serving my country as I am a Qualified Nursing Officer. It’s bee… https://t.co/z9bz2979VG,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Was a bit too pumped up for my very first trip abroad, which was supposed to start from tonight, all got ruined bec… https://t.co/Opo0oZHJUP",2020-07-15,Bangalore,Bengaluru South,['Transpotation'],negative,1.28e+18
@mkssharma21 @samratGBasu @Kbarman16 @himantabiswa Only reason I would not go to a COVID ward without precaution is… https://t.co/81LBI8P1iW,2020-07-15,Kamrup Metropolitan,Guwahati,null,neutral,1.28e+18
"Getting water washed during lockdown! 
#BangaloreRains https://t.co/Wv96DcYDuS",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"All the hospitals around the city and the state, shouldn't refuse to treat/admit covid patients

#BengaluruLockdown… https://t.co/oA4ZbM82nD",2020-07-15,Bangalore,Bengaluru South,['Others'],negative,1.28e+18
@drharshvardhan @MoHFW_INDIA @rajeshtope11 @CMOMaharashtra @AmitShah @NITIAayog @PMOIndia @narendramodi… https://t.co/Dce53UgOnD,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Earlier undertrials used to get heart attacks to avoid going to jail.
Now it's #COVID__19... https://t.co/JVTCY11pgy",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Lockdown vibes
Gotta cook my own food now

Cooking skill currently at 1",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"@RajRoy42252237 
#rkdj412 
Live concert on 20th July 2020 at 8:00p.m.  join us on Facebook 
First ever show after l… https://t.co/cjwsvRxD1z",2020-07-15,Jalpaiguri,Siliguri,null,positive,1.28e+18
"Covid-19: Recoveries 1.8 times of active cases now
https://t.co/naAsGw4vOD

via NaMo App https://t.co/7qzggfF9CH",2020-07-15,Surat,Surat,null,positive,1.28e+18
"In #AIIMS all employees irrespective of cadres including
Resident doctors r getting EHS
But in #Delhi Govt why Resi… https://t.co/8Iv9MFQb1I",2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"It will depend on the basis outcome of PAX's COVID report &amp; medical checkup, KMC are doing this commendable work in… https://t.co/6GHDvmEsb5",2020-07-15,Kolhapur,Kolhapur,null,neutral,1.28e+18
He fed thousands over 3 months till #Covid_19 got him.  #DelhiFightsCorona God help us. https://t.co/debYGZGtiS via @IndianExpress,2020-07-15,Khordha,Bhubaneshwar,null,positive,1.28e+18
Yesterday I came Delhi from UAE at 2:00am and here we all take around 8hours to just sign a declaration form for qu… https://t.co/JEE062miCE,2020-07-15,Meerut,Meerut,null,neutral,1.28e+18
"Regular yoga class in Lockdown time
@yogrishiramdev @Ach_Balkrishna @Sadhvi_Devpriya @punyadev25march… https://t.co/BiR186XTJc",2020-07-15,Khordha,Bhubaneshwar,null,neutral,1.28e+18
"A panoramic view of #NRSquare at the heart of #Bengaluru on the first day of #lockdown, flanked by the verdant Sri… https://t.co/yKgpuKtNKU",2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
"‘86% of Covid-19 cases confined to 10 states; Recovery rate improves to 63%
https://t.co/wyh6uwOKEC

via NaMo App https://t.co/lTWblEQYfU",2020-07-15,Rampur,Rampur,null,positive,1.28e+18
Avadh kabza...through shop kipper ...Area- In front of bank of Baroda Auraiya..In time of Covid 19 situation ..... https://t.co/jE2ruS2AAW,2020-07-15,Panipat,Babarpur,null,neutral,1.28e+18
"@BSYBJP Ji , the police people have been ensuring the lockdown all over the Bangalore but we are wondering why the… https://t.co/BGk0uwtpFJ",2020-07-15,Bangalore,Bengaluru South,['Economic'],negative,1.28e+18
@himantabiswa sir plz take action in tinsukia district there is out of control case. I request lockdown. As cases a… https://t.co/qaerhjyzSF,2020-07-15,Tinsukia,Tinsukia,['Others'],negative,1.28e+18
@HemantSorenJMM @JharkhandAids @prdjharkhand @DC_Ranchi @narendramodi Kindly lockdown state again..its an request.… https://t.co/bgXEU8EsZ0,2020-07-15,Jharkhand,Ranchi,null,positive,1.28e+18
"My craving for few South Indian dishes during lockdown period has been increasing. 

I suddenly realized that the r… https://t.co/ZEvTpfE9c0",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"If you have #COVID symptoms,Dial 104 within 48 hours to seek medical advice. Support Chief Minister… https://t.co/hW4DdBjmNS",2020-07-15,Amritsar,Amritsar,null,positive,1.28e+18
"@rexrao52 a tweet reporting 3000 +ve cases in Karnataka today ..... is it correct &amp; inspite of lockdown in force there, why such huge spike?",2020-07-15,Hyderabad,Hyderabad,['Transpotation'],negative,1.28e+18
"Why everyone becomes hysterical?
This is a Pandemic spreading worst than Covid , need to be contained.,Lest it effe… https://t.co/9e08nFOJgE",2020-07-15,Chittoor,Bhadrachalam,['Transpotation'],negative,1.28e+18
"@BSYBJP Ji , the police people have been ensuring the lockdown all over the Bangalore but we are wondering why the… https://t.co/BGk0uwtpFJ",2020-07-15,Bangalore,Bengaluru South,['Economic'],negative,1.28e+18
"The UT Administrator stressed that weekly curfew or short period lockdown is still under consideration

@timesofindia",2020-07-15,Ward 3,Chandigarh,['Others'],negative,1.28e+18
KLE Society is happy to continue its tradition of quality healthcare for the people at Belagavi both through and be… https://t.co/wXea6AcDqX,2020-07-15,Belgaum,Belgaum,null,positive,1.28e+18
It's been pretty tough months with intermittent lockdown in this part of the world. We truly appreciate your patien… https://t.co/whSS8WQPTK,2020-07-15,Kamrup Metropolitan,Guwahati,null,positive,1.28e+18
@dm_ghaziabad @UPGovt @CMOfficeUP @dmgbnagar @DmMeerut @myogiadityanath @manishBJPUP 1st tweet from DM office in 8… https://t.co/M75AiGSfbf,2020-07-15,Ghaziabad,Ghaziabad,null,neutral,1.28e+18
Going on no opened no mask पीपुल्स in Bihar https://t.co/fZgB9twuHO,2020-07-15,Nalanda,Bihar,['Transpotation'],negative,1.28e+18
Initial lockdown paying off #lockdown #COVID__19 #IndiaFightsCorona  #ModiStrongestPmEver https://t.co/torQJxb9mo,2020-07-15,Kolkata,Kolkata,null,neutral,1.28e+18
@bjpdrmahendra Sir request your urgent help to get dialysis for covid patient Nitin Mishra who admitted in TS Mishr… https://t.co/5TuuNI5mPX,2020-07-15,Varanasi,Varanasi,null,positive,1.28e+18
"Are v still confused about d pivotal role a mask is playing in this pandemic?
Let's not come 1st in race of countri… https://t.co/3iVVXgV2fy",2020-07-15,Gurugram,Gurgaon,['Food Shortage'],negative,1.28e+18
@sugaradhana @DCPSouthBCP @Tejasvi_Surya @RAshokaBJP @Ravi_LA @DrKNarayanan Pl appreciate what I am saying. I am al… https://t.co/oVy5LfHQWN,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
We have sent 150 countries medicines amidst Covid crisis: PM Modi https://t.co/ckzpaYlPow,2020-07-15,New Delhi,New Delhi,['Economic'],negative,1.28e+18
@sidharth_shukla @ishehnaaz_gill    yes this is true we're dieing to see your future projects as soon as possible b… https://t.co/Nqm4elt5GD,2020-07-15,Nagpur,Nagpur,null,positive,1.28e+18
"@Covid-19 TO save your self from infection suspect everyone to be coronavirus positive.wear mask, wash hands with s… https://t.co/c8sSDBfbvG",2020-07-15,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
of COVID and huge population will be involved and infected and will be disastrous. Just go thru the photographs or… https://t.co/oly2apEuGT,2020-07-15,Patna,Patna,['Transpotation'],negative,1.28e+18
Covid is like my ex always insecure...fuckin bitch :/,2020-07-15,New Delhi,New Delhi,['Economic'],negative,1.28e+18
"Self lockdown
#StaySafe #StayHome #stayhomeyear2020 #selfcare",2020-07-15,Surat,Surat,null,neutral,1.28e+18
"Covid-19: Recoveries 1.8 times of active cases now
https://t.co/aw0XnQ6IeT

via NaMo App https://t.co/bYUxj6kxcr",2020-07-15,Lucknow,Lucknow,null,positive,1.28e+18
@dm_ghaziabad @UPGovt @CMOfficeUP @dmgbnagar @DmMeerut @myogiadityanath @manishBJPUP 1st tweet from DM office in 8… https://t.co/M75AiGSfbf,2020-07-15,Ghaziabad,Ghaziabad,null,neutral,1.28e+18
Unacceptable procedure of keeping people in quarantine. How can a report of a certain person be orbiting in thin ai… https://t.co/yo4ooFb5pE,2020-07-15,East Khasi Hills,Shillong,['Food Shortage'],negative,1.28e+18
@milindtapaswi @Yadush @deepalinaair @ShvethaR @rashmikanish @wowlife @saurabhppandey @saurshan @Prak_ap… https://t.co/hJaOQrGA4A,2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
"Lockdown or no lockdown, one company that only seems to be growing is @reliancejio Jio aur Jeene Do! @sayeed2u… https://t.co/ZnQLhp1Qyc",2020-07-15,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
#NagpurAlert : 52 persons tested +ve for #Covid_19 from #Nagpur; Total cases 2466; Discharged 1554 @THitavada #COVIDUpdates,2020-07-15,Nagpur,Nagpur,null,neutral,1.28e+18
@nsitharamanoffc @nitin_gadkari @RBI @YESBANK we are having a msme term loan and dod from your branch but not recei… https://t.co/ZAIKvNsCBf,2020-07-15,Kota,Kota,null,neutral,1.28e+18
"Covid-19 Bulletin #Nagaland status as on 15th July 2020 at 3:00 PM.
#TogetherWeCan
#NagalandAgainstCovid19… https://t.co/7wHrOWzsjA",2020-07-15,Kohima,Kohima,null,neutral,1.28e+18
"@SushilS83122352 @SaifSiddiquiINC @sambitswaraj Are you forgetting us is also having a useless premier, who is keep… https://t.co/xzvLcoWL0c",2020-07-15,Gautam Buddha Nagar,Greater Noida,['Food Shortage'],negative,1.28e+18
"@shahdeo_ankit @SushilS83122352 @SaifSiddiquiINC @sambitswaraj Yes, It is, neither we are free from Covid 19 nor ec… https://t.co/Wsy650lQR0",2020-07-15,Gautam Buddha Nagar,Greater Noida,null,neutral,1.28e+18
What led Bihar to go back into lockdown https://t.co/TnpWz4Y44p  Data shows Patna recorded a 62 per cent spike in c… https://t.co/PdYjc9MNA5,2020-07-15,Ghaziabad,Ghaziabad,null,neutral,1.28e+18
"@Karnataka_DIPR 
Sir, 
What is current guideline for covid positive asymptomatic people who are in home isolation

Thanks",2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
This is a hospital treating COVID patients in #Hyderabad... hope the @TelanganaCMO immediately looks into this and… https://t.co/E402iW1lmL,2020-07-15,Gautam Buddha Nagar,Noida,null,positive,1.28e+18
@fathaheen @ColumbiaAsiaIn @iaspankajpandey @Comm_dhfwka @DHFWKA @mla_sudhakar @sriramulubjp @CMofKarnataka… https://t.co/h4s8XYUHp3,2020-07-15,Patna,Rajendra Nagar,null,neutral,1.28e+18
"Ashok Ghige (SWO, CANARA BANK Age 52) of our Kakad Market, Mumbai branch passed away today (15.07.20) due to Covid-… https://t.co/k7IsUPsRo2",2020-07-15,Shahdol,Shahdol,null,neutral,1.28e+18
"@ConsumerVoiceIn While tobacco is banned to control the spread of #Covid, it is being transported through illegal w… https://t.co/gJbfsxE9L3",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
"The UT Administrator stressed that weekly curfew or short period lockdown is still under consideration

@timesofindia",2020-07-15,Ward 3,Chandigarh,['Others'],negative,1.28e+18
@DCPSouthBCP Proud of your leadership madam. Have noticed cops educating people on lockdown which is very essential… https://t.co/gzRnvKPs4x,2020-07-15,Bangalore,Bengaluru,null,positive,1.28e+18
@ECISVEEP @indSupremeCourt @INCIndia @BJP4India @RJDforIndia @DalJanta Request to Honourable Chief Justice of India… https://t.co/N26ye7VlIn,2020-07-15,Patna,Patna,null,positive,1.28e+18
"""Yaar kuch bahar ka khana ka mann kar raha hai"" Since this lockdown is not going anywhere anytime soon so I present… https://t.co/z4l0ETRGd2",2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"@gandabherunda I guess they won't remove this weeklong lockdown no matter what, however remains to be seen if they… https://t.co/afyMGfiBmT",2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
"@SushilS83122352 @SaifSiddiquiINC @sambitswaraj Are you forgetting us is also having a useless premier, who is keep… https://t.co/xzvLcoWL0c",2020-07-15,Gautam Buddha Nagar,Greater Noida,['Food Shortage'],negative,1.28e+18
"The less you respond to negative people, the more peaceful your life will become.
.
.
.
#july2020 #love… https://t.co/HHfUv6hEb2",2020-07-15,New Delhi,New Delhi,null,positive,1.28e+18
Two days ago I finished my 15 days home quarantine and now there's 10 days lockdown here.😯,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
@KenSir1581 @Arun2981 @inder1985 Hahahaha police ne aise hi pela tha first lockdown mein 🤣🤣,2020-07-15,New Delhi,New Delhi,null,positive,1.28e+18
You all know how important it is to check oxygen saturation in a person suffering from COVID-19. For that  Samsung… https://t.co/hpUdXv9N60,2020-07-15,Azamgarh,Nizamabad,['Transpotation'],negative,1.28e+18
Eminent Indian Botanist dies due to unavailability of Ventilator! He was tested +ve for COVID-19. He dedicated his… https://t.co/PhCc9AuOKC,2020-07-15,Thane,Thane,null,positive,1.28e+18
"Andhra govt announces Rs 15,000 for final rites of COVID-19 victims https://t.co/vNTa0l7rIX",2020-07-15,Madhubani,India,['Daily Services'],negative,1.28e+18
⁦@ccmb_csir⁩ hs asserted tht th current testing capacity of tests 2L/day across th country can be quickly scaled to… https://t.co/nkRDo3gkNH,2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
@priyankasehgal7 His songs mutated in lockdown phase,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
#Covid19Karnataka #Covid_19 #COVID #Hyderabad #TelanganaFightsCorona Dr Sanjeev Kumar Whatsapp 7995916038 Free Cons… https://t.co/SaH303U9dw,2020-07-15,Bangalore,Bengaluru South,null,positive,1.28e+18
"Lockdown or no lockdown, one company that only seems to be growing is @reliancejio Jio aur Jeene Do! @sayeed2u… https://t.co/ZnQLhp1Qyc",2020-07-15,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
@PMOIndia @rashtrapatibhvn @narendramodi @anilvijminister @ANI It looks like #governments are looking for excuses f… https://t.co/b3Y6rxen8B,2020-07-15,Gurugram,Gurgaon,['Daily Services'],negative,1.28e+18
"Over 6,000 Maharashtra Police personnel infected due to #COVID19 so far.

https://t.co/QvHjDCJkyR",2020-07-15,Mumbai,Mumbai,['Daily Services'],negative,1.28e+18
@mid_day Malaika Arora. You are the only newspaper who cover her. I used to see the pic everyday before the lockdow… https://t.co/CnfED18J3N,2020-07-15,Mumbai,Mumbai,null,neutral,1.28e+18
"Since its inception, Skill India Mission aims at equipping candidates with new-age job roles. To support India's fi… https://t.co/0iUH4HmvSw",2020-07-15,Thane,Navi Mumbai,null,positive,1.28e+18
"If you’re happy then we’re happy 💃🏻🙏🏻😊
.
.
.
#happy #coronavirus #Covid_19 #CoronaPositive #COVID19India #Mumbai… https://t.co/6td3beVtZu",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"@anzansaikia @atanubhuyan @mrinaltalukdar8 @NANDANPRATIM His point is nt in non-existence of the virus, bt d misman… https://t.co/fY7aes1x5I",2020-07-15,Kamrup Metropolitan,Guwahati,null,neutral,1.28e+18
Second doctor died in Assam due to COVID-19 . Dr PK Sarma a Senior Private Medical Practitioner from Tinsukia who w… https://t.co/3OXPk0vuDi,2020-07-15,Kamrup Metropolitan,Guwahati,['Transpotation'],negative,1.28e+18
@ECISVEEP @indSupremeCourt @INCIndia @BJP4India @RJDforIndia @DalJanta Request to Honourable Chief Justice of India… https://t.co/N26ye7VlIn,2020-07-15,Patna,Patna,null,positive,1.28e+18
When our heritage crafts meet technology..on World Skill Day https://t.co/6EfdzCIDUY @PMOIndia @smritiirani… https://t.co/fRkMIl72g2,2020-07-15,New Delhi,New Delhi,null,neutral,1.28e+18
"Click on this link to watch all the episodes of SWEET N SOUR #streaming on @MXPlayer 

https://t.co/TfnZllrDsL

SHO… https://t.co/PT8UNwjmpO",2020-07-15,Mumbai,Mumbai,null,positive,1.28e+18
"""India records another surge in COVID-19 infections with 29,000 new cases""  https://t.co/uEraUTC3Ry",2020-07-15,Rupnagar,Rupnagar,null,neutral,1.28e+18
"India records another surge in COVID-19 infections with 29,000 new cases  https://t.co/0vpyj5ptBS @yadavakhilesh… https://t.co/c1jrDC6QJo",2020-07-15,Varanasi,Varanasi,null,neutral,1.28e+18
@BrahmapurCorp @Ganjam_Admin @DRDAGanjam Declare him a Covid warrior and release the insurance amount would become… https://t.co/C7onugrgpw,2020-07-15,Ganjam,Brahmapur,null,neutral,1.28e+18
"When Lockdown is Happening, Cloud Came Out! 
#sundaylockdown 
#lockdowndays #bluesky #cloud #mysuru #shotonpixel @… https://t.co/Gybm4qrJOS",2020-07-15,Mysuru,Mysore,null,neutral,1.28e+18
"@ConsumerVoiceIn @MoHFW_INDIA @drharshvardhan While tobacco is banned to control the spread of #Covid, it is being… https://t.co/IhLLHAwOiT",2020-07-15,Rajkot,Rajkot,['Transpotation'],negative,1.28e+18
Bangalore is under lockdown again. The little details that make daily life manageable are less uncertain than in th… https://t.co/jep7uU95tO,2020-07-15,Bangalore,Bengaluru,['Others'],negative,1.28e+18
Belgaum kan tak perlu lockdown. We will see what happens next.,2020-07-15,Belgaum,Belgaum,null,neutral,1.28e+18
"Why #lockdown again in #Bangalore?

https://t.co/h44ghDzHFS",2020-07-15,Bangalore,Bengaluru South,null,neutral,1.28e+18
@AnupamSSaroj @Lokhandwala_Bom @Rajput_Ramesh @CMOMaharashtra @narendramodi @nsitharamanoffc Me and my husband had… https://t.co/otq3w0nrgK,2020-07-15,Thane,Thane,null,neutral,1.28e+18
"@capt_amarinder TESTS COVID NEGATIVE, URGES ALL MINISTERS &amp; SENIOR OFFICIALS TO GET TESTED
@RT_MediaAdvPbCM… https://t.co/1xodyJHmN7",2020-07-15,Fazilka,Abohar,['Others'],negative,1.28e+18
🐣 Brazil President Jair Bolsonaro bitten by emu-like bird during Covid isolation in Brasilia 🐣 https://t.co/tIVKVX1fMw via @ThePrintIndia,2020-07-15,Thane,Mumbai,['Others'],negative,1.28e+18
"Rajinikanth Memes l Tamil Funny Memes l Lockdown Memes l Tamil Trolls l Memes Daily l 2020 l Lemuria Memes

Link in… https://t.co/pzMkukXAvH",2020-07-15,Chennai,Perambur Purasavakam,null,positive,1.28e+18
Un satisfied Lockdown 🤦‍♀️,2020-07-15,Madurai,Madurai South,null,positive,1.28e+18
"India records another surge in COVID-19 infections with 29,000 new cases  https://t.co/jNqjphppdB",2020-07-15,Aligarh,Aligarh,null,neutral,1.28e+18
"""India records another surge in COVID-19 infections with 29,000 new cases""  https://t.co/Tz12mXKJ00",2020-07-15,Thane,Navi Mumbai,null,neutral,1.28e+18
Doom Patrol star Abigail Shapiro who plays Dorothy Spinner revealed that the show already shot parts for the finale… https://t.co/kMZlOS8unD,2020-07-15,Mumbai,Mumbai,['Others'],negative,1.28e+18
@deepolice12 @CPBlr This is what is required sir but not lockdown,2020-07-15,Bangalore,Bengaluru,null,neutral,1.28e+18
KLE Society is happy to continue its tradition of quality healthcare for the people at Belagavi both through and be… https://t.co/wXea6AcDqX,2020-07-15,Belgaum,Belgaum,null,positive,1.28e+18
Everyone deserves to be treated and checked. Hospitals cannot refuse to admit/treat the covid patients across the c… https://t.co/RWXwTYJcdp,2020-07-15,Bangalore,Bengaluru South,['Others'],negative,1.28e+18
"Lockdown or no lockdown, one company that only seems to be growing is @reliancejio Jio aur Jeene Do! @sayeed2u… https://t.co/ZnQLhp1Qyc",2020-07-15,New Delhi,New Delhi,['Daily Services'],negative,1.28e+18
"Extreme urgent 

Three ATM needs to be sanitized at Lingaraj Vihar Market Complex, Pokhariput Bbsr as a COVID posit… https://t.co/Iz1dicIfc5",2020-07-15,Khordha,Bhubaneshwar,['Transpotation'],negative,1.28e+18
