content,date,district,hour,minutes,place,sentiment,tweetid
1284840030179962881,@aajtak @ZeeNews isn't it surprising that number of Corona affected patients is regularly increasing all over the w… https://t.co/i3wUOmxnxh,Meerut,Meerut,2020-07-19,13,18,negative
1284840014212288512,@anjanaomkashyap Pleade ask congress spoke person what is mortality rate in India for Covid 19 compare to other country.,Greater Noida,Gautam Buddha Nagar,2020-07-19,13,18,neutral
1284839700721631232,"If someone is covid -ve, gets a test done, gets the certificate and then is infected by the virus, how will that si… https://t.co/A4s9yXDavM",Guwahati,Kamrup Metropolitan,2020-07-19,13,17,negative
1284839197686116355,Kaash desh mai COVID-19 case waise girte jaise mere school k marks.,Jaipur,Jaipur,2020-07-19,13,15,neutral
1284838754079739905,The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its crit… https://t.co/C5Nuz6ql0H,Tamil Nadu,Agra,2020-07-19,13,13,negative
1284838319726026753,@washingtonpost If Donald Trump loses because of COVID than China will be the happiest country on this earth !,New Delhi,New Delhi,2020-07-19,13,11,positive
1284837977332449281,"In kanpur here should be a serious minimum 14 days lockdown again,cause of regularly increasing patient of covid-19… https://t.co/BWVLqiajzE",Kanpur,Kanpur Nagar,2020-07-19,13,10,negative
1284837652227919873,"Mud Wasp Nest right next to the Spark Plug.
Seems at some point during the lockdown the CT100B's had a visitor. :)… https://t.co/KnfdzGcGKR",Kollam,Kollam,2020-07-19,13,9,positive
1284837322077298689,Covid spread has not affected the children who are having fun playing football here at Pizhala island in Ernakulam.… https://t.co/kHx0uBYrvG,Kanayannur,Kerala,2020-07-19,13,7,positive
1284836991885029377,@CMOMaharashtra one of my friend Mr Sudhir Agarwal’s sister got Covid-19 positive and need AB+ plasma. She is in Br… https://t.co/J4FrAKk3dX,Azamgarh,Azamgarh,2020-07-19,13,6,positive
1284836918476320768,Chandrkant dada makes valid demand. Wants package for temples in MH. Since lockdown Hindu Priests have been barely… https://t.co/abBtkiIrfh,Nagpur,Nagpur,2020-07-19,13,6,negative
1284836879444013062,Covid 19 Insurance Ask for Quotation https://t.co/zhQAlfet74,Surat,Surat,2020-07-19,13,5,neutral
1284836737810698244,"According to the most recent government figures, about a fifth of all deaths in India are not registered and less t… https://t.co/ZsNVsb6UOI",Bengaluru,Bangalore,2020-07-19,13,5,neutral
1284836665811333126,@rajtoday @sureshpprabhu Is this kind of QR method with 2 stages which involved HR of each organization &amp; then gove… https://t.co/XE4CGIbrTN,Mumbai,Mumbai,2020-07-19,13,5,neutral
1284836237036011521,"@myogiadityanath @CMOfficeUP @AdminLKO #LucknowNeedLockdown Situation of Lucknow is worst,So plz go for proper Lock… https://t.co/RbA43jWvvt",Lucknow,Lucknow,2020-07-19,13,3,negative
1284836235500875776,"Bihar govt ‘doing nothing’ to fight Covid-19, alleges Congress MP Akhilesh Prasad Singh 
Read my story in Hindustan… https://t.co/1w9G8ijtAz",New Delhi,New Delhi,2020-07-19,13,3,negative
1284835990385745922,"Stay home stay safe. And its an old pic.

#StaySafe #StayAtHome #FolloMe #lockdown #Throwback #india https://t.co/RGoL6fYum2",Bengaluru South,Bangalore,2020-07-19,13,2,positive
1284835860458823682,"Akhil Gogoi and Telgu poet varavara rao tests positive for covid, which shows the high risk of coronavirus in jails… https://t.co/gBO8eVxw5Q",Patna,Patna,2020-07-19,13,1,negative
1284835587413864454,The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its crit… https://t.co/z6b22MFxGf,Darbhanga,Darbhanga,2020-07-19,13,0,negative
1284835023984574465,"@zerohedge Really!? 
I thought one of the favourite passtime during Lockdown was to learn how to make Chocolates !",Bengaluru,Bangalore,2020-07-19,12,58,neutral
1284835016367697922,"Dear sir, is there any possibility of extending submission date of APSC form for the recruitment under PnRD deptt?… https://t.co/0a24Cd8e04",Bongaigaon Refinery,Bongaigaon,2020-07-19,12,58,negative
1284834577517703174,Earlier this evening booze party was on the road. Booze was being served from the dicky of a vehicle. @MumbaiPolice… https://t.co/S6tiNYhXpU,Mumbai,Mumbai,2020-07-19,12,56,positive
1284834023848607745,VVCMC Covid-19 Update https://t.co/b8Z7yxs1Rf,Mumbai,Mumbai,2020-07-19,12,54,neutral
1284833609384226820,"While the world is emptying prisons due to Covid scare, Modi keeps on attacking dissent, arresting students and ris… https://t.co/O3oavp7Qb7",Bihar,Nalanda,2020-07-19,12,52,negative
1284833340621615104,"Request for arrange Fogging spray at 1-4-310, Siddique Nagar- Bholakpur Ward.Till now no fogging Spray done in this… https://t.co/Tmw29a0puS",Hyderabad,Hyderabad,2020-07-19,12,51,negative
1284833180294373376,"In March, Supreme Court ordered all states to release some prisoners on parole or bail to reduce overcrowding in pr… https://t.co/Pc8RYYFSG3",Patna,Patna,2020-07-19,12,51,negative
1284832866132615170,"Akhil Gogoi and Telgu poet varavara rao tests positive for covid, which shows the high risk of coronavirus in jails… https://t.co/7anOdtTVkY",Bihar,Nalanda,2020-07-19,12,50,negative
1284832755658833920,"There was no question of extending the ongoing week-long lockdown here set to end on July 22, newly appointed commi… https://t.co/CI3lksBZTI",Bengaluru,Bangalore,2020-07-19,12,49,negative
1284832466675499009,@RahulGandhi Why not involved with states to fight Covid-19???,Mumbai,Mumbai,2020-07-19,12,48,negative
1284832389160562688,"All over the world, authoritarian govts are using the pandemic and the lockdown to tighten their grip and take away… https://t.co/BKUWyWUKFE",Patna,Patna,2020-07-19,12,48,neutral
1284832370588135431,"Covid testing done🤘🤘
#COVID__19",Waluj,Aurangabad,2020-07-19,12,48,neutral
1284832192997126144,@RahulGandhi Prolonged lockdown...,Mumbai,Mumbai,2020-07-19,12,47,neutral
1284831685889138688,"We had so much fun creating at cam wiz, Paul’s (byfinchley) studio with super fun, and irrepressible model, Luba (l… https://t.co/ITbB6170TN",New Delhi,New Delhi,2020-07-19,12,45,positive
1284831684223893504,"Partial Lockdown Day 59 (Sat, 18 July 2020)

Attempted मूंग दाल हलवा. Whenever I've seen it served in banquets, it'… https://t.co/E2GrzI62HW",Noida,Gautam Buddha Nagar,2020-07-19,12,45,neutral
1284831633007194112,"In March, Supreme Court ordered all states to release some prisoners on parole or bail to reduce overcrowding in pr… https://t.co/iv4CHAQ5bF",Bihar,Nalanda,2020-07-19,12,45,negative
1284831387887865858,The doubling period for Covid 19 cases in Mumbai...actual versus BMC estimates https://t.co/JJ2F0VPJST,Mumbai,Mumbai,2020-07-19,12,44,neutral
1284831250771922945,The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its crit… https://t.co/4mCcDQxDhL,Patna,Patna,2020-07-19,12,43,negative
1284830861309796352,"@TripathiShweta_ 
July 19 Covid updates

Active cases in TN crosses 50,000 today (50,294)

New cases: 4,979

Highes… https://t.co/C0PYPtUTBN",Sholinganallur,Sholinganallur,2020-07-19,12,42,positive
1284830389194743810,"All over the world, authoritarian govts are using the pandemic and the lockdown to tighten their grip and take away… https://t.co/ca0mZ9ccZE",Bihar,Nalanda,2020-07-19,12,40,neutral
1284829937669558272,The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its crit… https://t.co/8iHAvGrLW9,Bihar,Nalanda,2020-07-19,12,38,negative
1284829924436537344,"We all are aware of continuously increasing COVID-19 cases day by day. In such a scenario, who will take the respon… https://t.co/TkyIn7udQC",Mangalore,Dakshina Kannada,2020-07-19,12,38,neutral
1284829805712556032,The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its crit… https://t.co/7InOGNPfm9,Bihar,Nalanda,2020-07-19,12,37,negative
1284829752788791296,The lockdown hasnt been able to flatten #COVID19 curve. But the govt has attempted to flatten the backs of its crit… https://t.co/O2DRFyUKCq,Bihar,Nalanda,2020-07-19,12,37,negative
1284829711571382272,"4979 new #COVID positive cases recorded today in #Tamilnadu.

1254 - #Chennai

Discharge - 4059

Death - 78",Sriperumbudur,Kanchipuram,2020-07-19,12,37,negative
1284829678734159872,"06 Flight operated today (19-7) #day56 after Resume Domestic Flight from 25May

@allianceair
HYD-KLH-BLR PAXs_32 &amp;… https://t.co/1oKris4YRH",Kolhapur Airport,Kolhapur,2020-07-19,12,37,neutral
1284829653341855744,"@NMMCCommr no matter which country is, people's are same, need to think more than #LockDown 

@NMMConline… https://t.co/TnEqz8t86U",Navi Mumbai,Thane,2020-07-19,12,37,neutral
1284829635570659328,@mahi0x00 Still parecetomal is not only drug for covid...,Vijayawada,Krishna,2020-07-19,12,37,neutral
1284829616922701826,Students are not a testing kit. Covid-19 cases are increasing day by day and government is thinking to experiment o… https://t.co/H2ftTPfhxK,Udaipur,Udaipur,2020-07-19,12,37,neutral
1284829529366822912,"3. Person tested positive for #Covid_19 , dailed covid tele service for assistance and shocked to know that there’s… https://t.co/FecLBibgNh",Hyderabad,Hyderabad,2020-07-19,12,36,negative
1284829524560150530,"#Telangana govt is blind to the their system failure in handling #Covid_19, same has been admitted by the cabinet m… https://t.co/AVDaXgelb8",Hyderabad,Hyderabad,2020-07-19,12,36,negative
1284828785955622912,"Tamil Nadu records 4,979 new cases of COVID-19 on Sunday. 78 more deaths reported. 4,059 more discharges.

Total ca… https://t.co/1t9lwwjTva",Chennai,Chennai,2020-07-19,12,33,neutral
1284827973317623810,"AIIMS To Begin COVID-19 Vaccine Clinical Trials; Check Volunteers Enrollment Process, Vaccine Details And More https://t.co/AfldnjPRTa",New Delhi,New Delhi,2020-07-19,12,30,neutral
1284827491509534722,@Seems3r While #namo be positive and be happy. Then #pappu lack of stuff during covid makes me unhappy.,Bengaluru South,Bangalore,2020-07-19,12,28,positive
1284827346382360577,"*VVCMC Covid 19 Daily Updates, *
*Date: 19th July, 2020*, 
*Time- 6.00 pm,*

New Positive PT=  251 (count- 9827)
De… https://t.co/r2n6tz2kOw",Mumbai,Mumbai,2020-07-19,12,28,positive
1284827099711365120,#covid #kerala 821 positive cases Today https://t.co/vyBd5UAoTl,Trivandrum,Thiruvananthapuram,2020-07-19,12,27,positive
1284825858151079938,@NMMConline Any update on further lockdown in Navi Mumbai.,Navi Mumbai,Thane,2020-07-19,12,22,neutral
1284825074902548480,"Leave no opportunity. Satiate your cravings. 😛
https://t.co/l7PE7cNJ8F",New Delhi,New Delhi,2020-07-19,12,19,negative
1284824717006794752,@DM_Bhadrak @SpBhadrak @SRC_Odisha @SubCol_Bhadrak @eobdkmunicipal @DhamnagarNac @NHMBhadrak @CdmoBhadrak @tdr_bhad… https://t.co/4joP0uI2Tx,Bhadrak,Bhadrak,2020-07-19,12,17,neutral
1284824594776391680,This edition of #SunnySideUp has two videos from #WindowSwap. There's a link to the website that lets you see throu… https://t.co/QO4fDrvh4C,New Delhi,New Delhi,2020-07-19,12,17,neutral
1284824472042631170,"#coronavirus #lockdown, and it time to refresh ourselves with a memorable flashback. #CGC #Jhanjeri students thrill… https://t.co/ncGqTLX3UU",Chandigarh,Ward 3,2020-07-19,12,16,negative
1284823697002385408,May plz #NOTE PAXs in r/o Kolhapur Lockdown going to implement fm 19July to 26July.Airport operation will continued… https://t.co/ApWHC7aJrr,Kolhapur Airport,Kolhapur,2020-07-19,12,13,negative
1284823679927332866,"Cocoa Coffee Sponge Cake  😍
#Homemade #cake #confectionery #withoutoven #cocoa #butter #coffee #bakery #chocolate… https://t.co/CUmQNVDTTu",Bhubaneshwar,Khordha,2020-07-19,12,13,positive
1284823634654031872,Goverment should not allow banned organization to distribite food https://t.co/LoaF8r5dtu,Kolkata,Kolkata,2020-07-19,12,13,negative
1284823550596050946,"@rohanrgupta COVID-19 Cases comes in Million........
Modiji, didn't mentioned It in UNO speech...??????????",Bengaluru South,Bangalore,2020-07-19,12,12,neutral
1284823545583775744,Flood killed more people than covid in Assam.Will the BJP government take  actions rather than fooling people with… https://t.co/4Y1Cyw0B9a,Barpeta Road,Barpeta,2020-07-19,12,12,negative
1284823390570688512,@jiljilramamani this lockdown thing is getting on my nerves,Bengaluru South,Bangalore,2020-07-19,12,12,negative
1284823048416186371,My car's tyre got a puncture. I had despised doing car fixes before coz of the inconvenience they bring to my mobil… https://t.co/BRf1jhCt2D,New Delhi,New Delhi,2020-07-19,12,11,negative
1284822887896018944,"Thnx Railway minister tweeted my post covid Coach Story 
@PiyushGoyal 
@girirajsinghbjp 
@BJP4India 
@yadavtejashwi… https://t.co/IMj3AkcNLd",New Delhi,New Delhi,2020-07-19,12,10,neutral
1284822603190816770,"Covid Lab Test Results. Jhansi
19/7/2020.
Today Samples Tested -1044
1).Today s Results  - 83 Positive (Existing Co… https://t.co/AyQclZQp6K",Jhansi,Jhansi,2020-07-19,12,9,positive
1284822377751130113,"@RahulGandhi Ram mandir issue resolved, Article 370 removed, COVID 19 managed, CHINA beaten, army stronger than bef… https://t.co/jAfEgCz6rx",Gurgaon,Gurugram,2020-07-19,12,8,negative
1284822061186080768,@duloxequeen Rip to my ADHD referral w/ lockdown &amp; all the ensuing chaos 😭,Bengaluru,Bangalore,2020-07-19,12,7,negative
1284821966499639297,The problem is surreal education is the basic need and the subject material required to fullfill it during this pan… https://t.co/vOT2tJC1WY,Mumbai,Mumbai,2020-07-19,12,6,negative
1284821410355929088,In these time of uncertainty where students avoid going outside house because of the fear of Covid-19. They want th… https://t.co/WPCiRkCZZl,North Lakhimpur,Lakhimpur,2020-07-19,12,4,negative
1284820856380817408,@bbcnewstelugu #Telangana will pay heavy price for KCR Covid lies,Hayathnagar,Rangareddy,2020-07-19,12,2,negative
1284820228015222785,"Telangana’s COVID trials and tribulations - The Hindu
@TelanganaCMO @MinisterKTR @Eatala_Rajender @CPHydCity… https://t.co/Tgv76z5yvL",Hyderabad,Hyderabad,2020-07-19,11,59,neutral
1284819859075784704,@MumbaiPolice I don't think any action was taken and even will be taken. I see Covid rules flouted everyday. People… https://t.co/7ThtE95ydh,Mumbai,Mumbai,2020-07-19,11,58,neutral
1284819756856434688,India's Covid-19 patients count has crossed the 10 lakh mark. Counducting final years exam during this time will pu… https://t.co/olOXWPnRHD,Alwar,Alwar,2020-07-19,11,57,negative
1284819638400892929,Y government is taking such foolish decision in this covid situation?how can a student manage both exams nd safetie… https://t.co/wnyWeIqPH5,Hayathnagar,Rangareddy,2020-07-19,11,57,negative
1284819556570021888,"#Bihar is becoming a covid positive hotspot. Despite lowest testing rate in the country,  Bihar is among the states… https://t.co/KpYcpMFmuV",Madhepura,Madhepura,2020-07-19,11,57,positive
1284819535908884485,"Covid-19: In a first, Kerala CM Pinarayi Vijayan confirms community spread https://t.co/wlZfq972UV",Kanayannur,Ernakulam,2020-07-19,11,57,neutral
1284818385088335873,"Delhi Rains: Man Drowns Due To COVID 🤔🤔❓🙄
https://t.co/eqOxSXiHho",Gurgaon,Gurugram,2020-07-19,11,52,negative
1284818052643610625,@sarbanandsonwal @keshab_mahanta @Pijush_hazarika @DewriRamakanta My heartfelt gratitude and respect to you all for… https://t.co/uQ1sTd6xaz,Guwahati,Kamrup Metropolitan,2020-07-19,11,51,positive
1284817979104878594,@PMOIndia @narendramodi @drharshvardhan @MamataOfficial respected sir/madam....cost of PPE and MASKS and consumable… https://t.co/DFRwGnrsZG,Kolkata,Kolkata,2020-07-19,11,50,positive
1284817899660513280,"So true, Civil Defence or CDP team members have been at the forefront of this fight against Covid-19. https://t.co/akmEs9yfq3",Bengaluru,Bangalore,2020-07-19,11,50,negative
1284816921712406529,"Providing free doctor consultation to covid symptomatic patients in Bihar. 

#TestingBadhaoBiharBachao… https://t.co/l6L96Kva0e",New Delhi,New Delhi,2020-07-19,11,46,positive
1284816774584602629,@kumarmanish9 @ipskabra @mnagarajan @sanghaviharsh @aravindchaudhri @nirnaykapoor @nadeemjafri @GlobalShapers… https://t.co/fVfbATWvwJ,Daskroi,Ahmedabad,2020-07-19,11,46,neutral
1284816188065951745,"****Chaipatty Post Lockdown Specials****⠀
⠀
Everyday Special Freebies available all day:⠀

1) Breakfast Combo: Orde… https://t.co/2QEbiWyRmJ",Bengaluru South,Bangalore,2020-07-19,11,43,positive
1284816025603551233,This is how #lockdown helped in limiting spread of #coronavirus. See d 'Post Lockdown' bubble. Lockdown need not be… https://t.co/LygnlSxi7C,Bengaluru South,Bangalore,2020-07-19,11,43,neutral
1284815645767434241,@drharshvardhan @BiharHealthDept Please direct health department to go for mass contact tracing of Covid+ve patient… https://t.co/tKDzfjoLML,Gopalganj,Gopalganj,2020-07-19,11,41,negative
1284815327767846916,"@brajeshlive Lockdown is not the solution,it is suitable only to the people -jin salaon ko haram ki mill Raji hai o… https://t.co/fchYAWduLj",Ghaziabad,Ghaziabad,2020-07-19,11,40,neutral
1284815031855575043,Its a need of an hour.Request to PM Modi to keep a special eye on the covid testing and hospital bed availability i… https://t.co/c7D9rGeesS,Patna,Patna,2020-07-19,11,39,positive
1284814795598737408,@BlrCityPolice @siddapuraps @DCPSouthBCP @ArnabGoswamiRTV @Tejasvi_Surya @BJP4Karnataka @CPBlr @acpjayanagar mosque… https://t.co/G7vLsyF1ab,Bengaluru South,Bangalore,2020-07-19,11,38,neutral
1284814608771903488,"@sandipsabharwal @sandipsabharwal 
Market has forgotten the #Covid_19 .
It is only interested in the Q1 results.
Es… https://t.co/6KkO8iXqDg",Haveli,Pune,2020-07-19,11,37,negative
1284814521014468608,#lockdown extended by Mira Bhayandar Corporation for hotpot region. For rest existing rules applicable. P1P2 rules… https://t.co/29qJerR0dP,Mumbai,Mumbai,2020-07-19,11,37,neutral
1284814055127973888,"@KrSanjayKrishna Sir, my son's belongings was transported by Rivigo from Mumbai to Ght &amp; since lying in their Aming… https://t.co/jYkv5HvEhv",Guwahati,Kamrup Metropolitan,2020-07-19,11,35,negative
1284813178665177088,"#lockdown lifted by Thane Municipal Corporation till July 31, except for the 27 hotspots declared by the corporatio… https://t.co/Olzr6rLTUi",Mumbai,Mumbai,2020-07-19,11,31,neutral
1284812722320756738,Get your immaculately groomed look back with a trendy new haircut while following the safety norms at… https://t.co/2QUf5B7zgz,Mumbai,Mumbai,2020-07-19,11,29,positive
1284812469429342214,Is it safe to travel to #guwahati @guwahaticity ? The rapid growth of COVID-19 Positive is rising day by day.,Nagaon,Nagaon,2020-07-19,11,28,positive
1284811894809743361,"Hi dude !!! Today video out on m2 Tamil ,so go on check it. I give a link https://t.co/NuVWfMXX3Y give your support… https://t.co/Ly4u5QisB4",Tamil Nadu,Agra,2020-07-19,11,26,positive
1284811829617672192,"@NehaLTOI @shalabhTOI Heard from my lucknow relatives same things, people have no fear of covid 19, roaming freely,… https://t.co/O8nYvWDii6",Noida,Gautam Buddha Nagar,2020-07-19,11,26,positive
1284811800949583872,"In light of the surge in Covid 19 cases, The Owaisi Group of Hospitals has additionally equipped its hospitals with… https://t.co/FcjhPh3pxX",Anand,Anand,2020-07-19,11,26,neutral
1284811595764264962,"#COVID__19 
#wave of innovation
 #India
Epidemics and pandemics have been threatening the human life but with this… https://t.co/qdsbzCdhSr",Pune,Pune,2020-07-19,11,25,negative
1284811233523187713,"@BJP4India @narendramodi Congratulation to prime Minister Sri Narendra Modi for having 1 million of COVID-19 cases,… https://t.co/DdKmBjSEG0",Bengaluru South,Bangalore,2020-07-19,11,24,positive
1284810216924524545,@ritesh_to Oh no. You did invite (thank you!) but I also wanted to go back asap. Covid is definitely a factor but m… https://t.co/3mQ5jDMaeA,New Delhi,New Delhi,2020-07-19,11,20,positive
1284809878070943744,BMC is overestimating the doubling period of covid १९ cases in Mumbai bya large and increasing margin since June . https://t.co/EDZC4U6B5j,Mumbai,Mumbai,2020-07-19,11,18,neutral
1284809858835873792,Coronavirus in Mumbai: Full list of COVID-19 containment zones from Colaba in SoBo to Borivali in West and Mulund i… https://t.co/cGGJZI0xQg,Mumbai,Mumbai,2020-07-19,11,18,neutral
1284809444203786242,@anand_arni ‘ funds will be collected once the situation becomes normal after the Covid-19 crisis and the India-Chi… https://t.co/JCyaxJEknr,Gurgaon,Gurugram,2020-07-19,11,16,negative
1284809388600033282,"LOCKDOWN 🔒 ?????

EARLIER I USED WAIT FOR  ONE SUNDAY TO CREATE SOME MAGIC,
 NOW I CREATE MAGIC EVERY SINGLE DAY

S… https://t.co/zdZxWXiItu",Mumbai,Mumbai,2020-07-19,11,16,positive
1284809324611506176,England's seam attack has evolved into two distinct camps over the course of lockdown - The Karate Kids and The Bec… https://t.co/cUgdFifN9C,Silchar,Cachar,2020-07-19,11,16,negative
1284809141014401025,"@RahulGandhi If you pay 10% of your family net worth to #PMCaresFund  in this #pandemic. 
I will give my vote to yo… https://t.co/679pkGOdvL",Dehradun,Dehradun,2020-07-19,11,15,negative
1284809099562020864,"@vijayrupanibjp
Sacrifice during Eid may erupt Covid to uncontrable extent. 50 goats find recently in Karnataka inf… https://t.co/0mM3XIsotJ",Mumbai,Mumbai,2020-07-19,11,15,neutral
1284808951326883840,"2 more persons from ghodiya sheri, diu have been tested positive for Covid today. 

Total active cases in Diu : 14… https://t.co/4N5tssQzqi",Daman,Daman,2020-07-19,11,14,positive
1284808718161346561,"B4 Covid, was even a hint of an alliance on the table? DJT has been upbraiding even formal allies like SoKo, scalin… https://t.co/o7mnArQ4QB",Mumbai,Mumbai,2020-07-19,11,14,negative
1284808589052243968,"@PMOIndia dear pm, pls save bangalore. The city needs a lockdown and it is not done yet.  The pandemic is rising an… https://t.co/cf84D0sYn8",Bengaluru,Bangalore,2020-07-19,11,13,positive
1284808476602982401,"I think it defeat the purpose of the lockdown. And it can spread, when people are trying to pill popping instead of… https://t.co/agWXdiAosa",Bengaluru South,Bangalore,2020-07-19,11,13,negative
1284808003254980609,There is no need of testing. Haa kindly setup a high care covid hospital in @NitishKumar official residence. He nee… https://t.co/uIx4aFVRqu,Patna,Patna,2020-07-19,11,11,positive
1284807788292476928,"@mygovindia
Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona… https://t.co/hVhN5N91T0",Silchar,Cachar,2020-07-19,11,10,negative
1284806571126427649,"@compolhdc @sp_dharwad @DC_Dharwad  some boys are sitting and chitchatting loudly in this lockdown period, please c… https://t.co/Dq9HDwv5CF",Dharwad,Dharwad,2020-07-19,11,5,negative
1284806504986456064,Covid situation looks bad as community spread has started in India: Indian Medical Association - India News https://t.co/UYkoKgOXcR,Arrah,Bhojpur,2020-07-19,11,5,negative
1284805915770683393,The recent UGC guidelines completely neglect the mental and physical restraints on students during Covid. Their ada… https://t.co/ahduQLJBx4,Darbhanga,Darbhanga,2020-07-19,11,2,negative
1284805838998130688,At this rate Bihar will become the worst state of our country like Wuhan so I would request CM @NitishKumar g pleas… https://t.co/TZnIfjne1o,Nashik,Nashik,2020-07-19,11,2,negative
1284805765186768896,#COVID__19  reason behind #KarnatakaCovidHorror   #BjpKarnataka #BJP #BSYeddyurappa #BBMP #BBMPFightsCovid19  Just… https://t.co/lpSmbF9to8,Bengaluru,Bangalore,2020-07-19,11,2,neutral
1284805752662573057,Actually we are in community spread of #Covid_19 be safe and improve ur immunity,New Delhi,New Delhi,2020-07-19,11,2,positive
1284805709599633408,The recent UGC guidelines completely neglect the mental and physical restraints on students during Covid. Their ada… https://t.co/HqtCddt05T,Darbhanga,Darbhanga,2020-07-19,11,2,negative
1284805380518879238,"Next Trip 14 - 17 August Udaipur 

covid-19 precautions taken 

stay at a Luxury resort 

https://t.co/8YgEvHCt26… https://t.co/ECa7XTB1iH",Mumbai,Mumbai,2020-07-19,11,0,neutral
1284805190986526720,@TOIHyderabad @TOITelangana @SabithaindraTRS @HSPAIndia @timesofindia @TOICitiesNews @TOIEducation I won't be sendi… https://t.co/pYprCIEchG,Hayathnagar,Rangareddy,2020-07-19,11,0,neutral
1284804846705446913,"Ive been spending Lockdown and Social distancing at Home and  started lockdown garden. Finally,  got to experience… https://t.co/iFIbEYDzBs",Udupi,Udupi,2020-07-19,10,58,neutral
1284804565133594624,Protect yourself in Style. #giftideas #COVID__19 #CoronarendraModi #Masks #SafetyFirst #safetyguidelines #secure… https://t.co/USUdxsl92t,Mumbai,Mumbai,2020-07-19,10,57,positive
1284804383897800704,"Fisherman spending their time playing Football &amp; Cricket during monsoon, covid-19 lockdown period at Uttan Beach, B… https://t.co/08zP3h2JOl",Mumbai,Mumbai,2020-07-19,10,56,negative
1284804163163979779,"In current situation it is must, infact a complete lockdown of at least 7 days. https://t.co/F5qHvgPgv7",Jamshedpur,Purbi Singhbhum,2020-07-19,10,55,neutral
1284804163143000069,#ExamsInCovidASuicide still stupid decision by government playing with the lives of students who is responsible if… https://t.co/wgzTVg2GIK,Karimnagar,Karimnagar,2020-07-19,10,55,negative
1284804133065601024,"Is this an early sign of things starting to get out of hand in #Trivandrum? 😨

Threat of super spread looms large o… https://t.co/chLSDMRdYw",Trivandrum,Thiruvananthapuram,2020-07-19,10,55,neutral
1284803679598477312,"Due to covid 19
Election delay
But we use digital voting system
and improving the making of 
Digital india 
Support… https://t.co/OQkIGNuf1L",Mumbai,Mumbai,2020-07-19,10,54,positive
1284803293357592576,"@SmartPune @PMCPune @CPPuneCity @CMOMaharashtra @PuneCityPolice
During this lockdown ppl not allowed to come down b… https://t.co/NScLtFJx6Z",Amanora Park Town,Chennai,2020-07-19,10,52,neutral
1284803233739714560,Pl take Bhoomamalika khada and giloy for Hepatitis and Covid @SrBachchan @drharshvardhan https://t.co/ainHesTFyv,Bijapur,Bijapur,2020-07-19,10,52,neutral
1284802903459299328,PCMC and PMC has been doing great efforts to fight against COVID-19 crisis. I just want to bring this to your notic… https://t.co/z7HPt82dpN,Haveli,Pune,2020-07-19,10,50,negative
1284802833120817152,We don't have any vaccine for Covid-19 in India. It is expected to come next year. So how negligent UGC can be for… https://t.co/oDzdOI6Xqk,Andhra Pradesh,Madhubani,2020-07-19,10,50,neutral
1284802731501215745,Scientists of over 30 countries said it is possible that COVID-19 can also spread through Air. In india students ar… https://t.co/HluEmddeG6,Andhra Pradesh,Madhubani,2020-07-19,10,50,neutral
1284802432774533122,@DrDeepakKrishn1 Gross failure from the govt. is wat is causing Bangalore to suffer right now. Our CM is still in d… https://t.co/CVORyd1CpW,Bengaluru,Bangalore,2020-07-19,10,49,negative
1284802207183855617,IIT Delhi &amp; COVID 19 https://t.co/ZepnPjhhiA,Durg,Durg,2020-07-19,10,48,neutral
1284802130809745408,"@goacm @DrPramodPSawant 
There are rumours and unverified reports of the lockdown being extended. Any clarification ? 
#Goa #Lockdown",Panaji,North Goa,2020-07-19,10,47,neutral
1284802016057765889,"19.07.2020
#Covid_19+ve cases in India continue to rise rapidly;spike in the last 24 hrs is 38903 compared to34884… https://t.co/31q4QPgOzl",Egmore Nungambakkam,Chennai,2020-07-19,10,47,neutral
1284801638067142656,@IndiaToday Kejriwal blames Covid for unpreparedness for waterlogging etc. whom shall Kajriwal blame for covid spre… https://t.co/QQg8yGm3yg,New Delhi,New Delhi,2020-07-19,10,45,negative
1284801524225335302,Congratulations to team i have been watching you videos for past 1yr year and i really loved your videos how you gu… https://t.co/5cYlxt5kgY,Bongaigaon Refinery,Bongaigaon,2020-07-19,10,45,positive
1284801461608517639,@DrDeepakKrishn1 Den dey relaxed d lockdown norms. And people started roaming around everywhere freely. And the num… https://t.co/ayc12wQjB8,Bengaluru,Bangalore,2020-07-19,10,45,positive
1284801390351544322,Lockdown effect https://t.co/Z4DpYu3FA6,Bengaluru,Bangalore,2020-07-19,10,44,neutral
1284800851643531264,"@MumbaiPolice Today also in Covid-19 situation 5-10 boys are playing cricket at same location.
@CPMumbaiPolice",Mumbai,Mumbai,2020-07-19,10,42,negative
1284800849806385152,Focus on covid hotbeds like #siwan and  #baghalpur  #TestingBadhaoBiharBachao,Andar,Siwan,2020-07-19,10,42,negative
1284800455462096896,"Only way to control corona is Test,detect,isolate......

Is putting the city under lockdown enough to protect us?… https://t.co/hTnSlakdBG",Siwan,Siwan,2020-07-19,10,41,negative
