tweetid,content,place,district,date,problem,sentiment
1.28e+18,"While these guys find alternate jobs, let’s pledge to support them in whatever way we can and get them through this… https://t.co/bY0WxAKCt1",Noida,Gautam Buddha Nagar,2020-06-25,,positive
1.28e+18,"Words I learned in 2020:

Corona
Lockdown
Isolation
Pandemic
Sanitizer
Immigrants
Migrants
N95 Mask
Online Classes… https://t.co/67apTDgBbB",Gurgaon,Gurugram,2020-06-25,,positive
1.28e+18,"A big bunch of daily wagers are still seeking help. Why?

Road side food stalls serving to corporate IT parks and o… https://t.co/F3rWfRQjDF",Noida,Gautam Buddha Nagar,2020-06-25,['Food Shortage'],negative
1.28e+18,"Amongst the pandemic, EFRAH is distributing Wash Kits to those who need it the most.
#Covid_19… https://t.co/ce0WZSP44M",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"@smartkdmc @KDMCOfficial
@AmhiDombivlikar Sir, KDMC website is down. Pls check.
This helps citizens a lot to get up… https://t.co/uDPkRC1kom",Ulhasnagar,Thane,2020-06-25,,neutral
1.28e+18,"AP testing better dan Telangana. 

Andhra Pradesh- 
Tested- 7,69,319 
COVID cases- 10884 
Active cases- 5760 
Posit… https://t.co/QEIP1BvSVY",Rajendra Nagar,Patna,2020-06-25,,neutral
1.28e+18,@DCPEASTZONE M.Ramesh IPS welcome #CovidWarriors Constable's of PS Afzalgunj who rejoined their duties after fully… https://t.co/zBisOqWpXW,Hyderabad,Hyderabad,2020-06-25,,neutral
1.28e+18,"#EconomyIndia To Grow At Slightly More Than 1% Over 2 Years: IMF Chief Economist
@richabansal
https://t.co/FoogbKkNQ2",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"On 24 June 2020

Delhi Population - 2 Crore
Delhi COVID Tests - 19,000

UP Population - 20 Crore
UP COVID tests - 1… https://t.co/3AdbdhdGUw",Indore,Indore,2020-06-25,,neutral
1.28e+18,Oops are we starring at another #Lockdown  ? https://t.co/CjkBxXah57,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"This is the real India which has suffered beyond repairs , we only face lockdown but a large citizens lost their ne… https://t.co/D1S7dbjsyc",New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,Fight covid-19 #COVID19 https://t.co/64eN9DP2e0,Satara,Satara,2020-06-25,,neutral
1.28e+18,The reason for the Himalayan blunder of China is to make India retract from COVID international complaint. https://t.co/pPX2BMmtnv,Mumbai,Mumbai ,2020-06-25,['Transpotation'],negative
1.28e+18,"Covid-19 affects on #HighBloodPressure 
• • •
#LifelineLaboratory  #Hypertension #HighBloodPressure #RoutineTest… https://t.co/fXJJmzWNAX",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"@KaisthaRajnish @iato_india @TourismFaith @PMOIndia @pspoffice @incredibleindia Already started since lockdown 🙏
Be… https://t.co/reaEs8mJTQ",New Delhi,New Delhi,2020-06-25,['Daily Services'],negative
1.28e+18,"ICMR approved CBNAAT machine installed in #GMCsolapur . Main advantage, Covid reports will be confirmed within 2 ho… https://t.co/F19vfAoyHr",Solapur,Solapur,2020-06-25,,neutral
1.28e+18,"3,509 new COVID-19 tested positive cases reported in Tamil Nadu today hiking the total to 70,977. Stay safe and sta… https://t.co/4y7YdM4GJA",Fort Tondiarpet,Daman,2020-06-25,,positive
1.28e+18,"Okay, so how many people you lose in lockdown? 
Me: 2✌",Haridwar,Haridwar,2020-06-25,['Economic'],negative
1.28e+18,"WORLD'S  LARGEST
Covid Care Centre in Delhi

#KejriwalinAction https://t.co/PpNgsbPLKe",Indore,Indore,2020-06-25,,neutral
1.28e+18,@LGIndia despite multiple reminders no ones shown up for a complaint with water purifier. Is Annual maintenance pac… https://t.co/XXiaMMRZUm,Gurgaon,Gurugram,2020-06-25,,positive
1.28e+18,@gunajitdas @assampolice @gpsinghassam @HardiSpeaks No where in the world has corona completely gone away with lock… https://t.co/aMcSSFBUUU,Guwahati,Kamrup Metropolitan,2020-06-25,['Transpotation'],negative
1.28e+18,"#KejriwalinAction 

Delhi Govt. convert banquet hall into Covid Care Center https://t.co/SiQ8VfPoto",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,The Past three months since 24th March 2020 has been an extraordinarily one for all Indians. We has never thought t… https://t.co/cdoyZvutLm,Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,"In Maharashtra:

Increases in cases is DIRECTLY proportional to Relaxations in Lockdown!

Keep it Up!

4841 cases t… https://t.co/nyjzf7ubQi",Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,"3 months for which we prolonged life for 3 years. What if we actually changed!?

#Changed… https://t.co/ynTtvN0359",Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,"Yet another day and 3000+ #COVID19 cases in Delhi.

COVID +ve cases in last 24 hours: 3,390
Deaths in last 24 hours… https://t.co/geuzNtKG1N",New Delhi,New Delhi,2020-06-25,['Food Shortage'],negative
1.28e+18,I wants to share an idea to develop trucking bussines in lockdown but only with Ratan Tata sir and Anand Mahindraji,Nagpur,Nagpur ,2020-06-25,,positive
1.28e+18,Kin of over 50 recovered #Covid19 patients in #Hyderabad refuse to take them back home - india news - Hindustan Tim… https://t.co/KNdDY1HK0X,Hyderabad,Hyderabad,2020-06-25,,neutral
1.28e+18,@narendramodi @PMOIndia please look into the price hike of petrol it is effecting middle class which has suffered t… https://t.co/vuFsQDow8f,Indore,Indore,2020-06-25,['Economic'],negative
1.28e+18,Today my wifi came to me and sat beside me with very upset mood. I asked for the reason and she said due to covid s… https://t.co/3itqApI7Zy,Bakarwala,Moga,2020-06-25,['Economic'],negative
1.28e+18,"Covid Counselling Centers (#CCC), A proactive initiative by the Govt. Of #Assam and @nhm_assam to combat the rising… https://t.co/uNdxu4VZEI",Guwahati,Kamrup Metropolitan,2020-06-25,,neutral
1.28e+18,"@ArvindKejriwal  bring back lockdown 1.0 for atleast 15 days again  ,before its too late to contain delhi cases",New Delhi,New Delhi,2020-06-25,['Daily Services'],negative
1.28e+18,"@adeshguptabjp We are fighting with 2 pandemics

1. Covid-19

2. Stupidity of Kejriwal",New Delhi,New Delhi,2020-06-25,['Food Shortage'],negative
1.28e+18,"🍁 THE ONLY THING THAT WILL MAKE YOU HAPPY IS BEING WITH WHO ARE YOU🍁
.
.
.
.
.
.
.
.
Amol patil #amolpatil #model… https://t.co/ETIbriHt85",Nashik,Nashik,2020-06-25,,neutral
1.28e+18,"Pray For His Quick Recovery.
Young Activist of India @TheWaliRahmani Tested Positive For Covid 19. He worked lot du… https://t.co/SbJR2u9do5",Gulbarga,Kalaburagi ,2020-06-25,,positive
1.28e+18,"#KejriwalinAction 

Delhi to get world's largest Covid-19 facility https://t.co/2Fvc9IPu4Z",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,@truptijh @DrRPNishank @DG_NTA @HRDMinistry Yes India is unlocking itself but as the days are crossing no. of  covi… https://t.co/ljCWAdEqah,Chandi Mandir,Panchkula,2020-06-25,['Daily Services'],negative
1.28e+18,"Why no body is talking about 
Rising Covid numbers 
Rising fuel price
unemployment
Economy 
Nirav Modi and Vijay Ma… https://t.co/0f4Z8qNdvr",Gurgaon,Gurugram,2020-06-25,['Transpotation'],negative
1.28e+18,@AneeshaBedi @anusha_puppala @ThePrintIndia This is extremely incorrect. They are putting the lives of Hyderabadis… https://t.co/OpWY4qxi2N,Hyderabad,Hyderabad,2020-06-25,['Others'],negative
1.28e+18,@PranjalC23 Not before vaccine of Covid-19,Noida,Gautam Buddha Nagar,2020-06-25,,neutral
1.28e+18,"Treating covid patients he contracted the virus too and is fighting and getting better, I wish you a speedy recovery, god bless !!",Mumbai,Mumbai ,2020-06-25,['Economic'],negative
1.28e+18,Corona Updates: New and Easy guidelines for cremation of on Covid's persons. cremation   can be conducted on the ba… https://t.co/Uqh74tziAX,Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,"@easydayclub 
Easyday Stores are still out of Stock even after Unlock has been started almost one Month ago in the… https://t.co/TmZb9rSVur",Varanasi,Varanasi,2020-06-25,['Daily Services'],negative
1.28e+18,"@narendramodi 
 I am a student from Telangana state. In TS the entrance exams are scheduled as 6July to 10July.But… https://t.co/MGxuYcrkFO",Rajendra Nagar,Patna,2020-06-25,,neutral
1.28e+18,"@RamsaBJYM 
@ArvindKejriwal 
JHOOTH BOLTA HAI 
ADVERTISEMENTS 
#JHOOTH #BOLTA #HAI 
@HMOIndia @AmitShah Ji 
Central… https://t.co/1qbZ9lGGXo",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,Antibodies in the plasma of covid survivors help in fighting the disease. I appeal to @mybmc @MNCDFbombay… https://t.co/9zzaZq5pYk,Mumbai,Mumbai ,2020-06-25,['Transpotation'],negative
1.28e+18,"My Dear family friend, Dr. Jalil Parkar who is one of the Leading pulmonologist who has treated countless people in… https://t.co/dmMJzc2eUR",Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,#ChennaiLockdown effect should start showing from tom at least .. been a week since complete enforced lockdown .. i… https://t.co/Mi4Z4Plp4g,Sholinganallur,Sholinganallur,2020-06-25,['Daily Services'],negative
1.28e+18,"Arvind Kejriwal launches video-call facility for Covid-19 patients at Delhi's LNJP hospital 
 https://t.co/NM3rNWz3B5",Indore,Indore,2020-06-25,,neutral
1.28e+18,"""TASVEERE BOLTI HAI""
New gift item getting popular in #kanpur during #lockdown .
Watch out this typo art on… https://t.co/OizbAT9uud",Kanpur,Kanpur Nagar,2020-06-25,,neutral
1.28e+18,@SuyashD37690939 @chetan4_U @sambitswaraj @BJP4India That's the power of communication; propaganda. BJP is good at… https://t.co/yVRTEHDot6,Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,Haven't done anything wrong to obtain licence for Coronil: Patanjali CEO - Livemint https://t.co/F9OSxjVJAx via @GoogleNews,Hazaribag,Hazaribagh,2020-06-25,,neutral
1.28e+18,Jofra Archer has been tested negative for his COVID test and will be joining England squad. Time to scramble throug… https://t.co/pZko59IdFI,Silchar,Cachar,2020-06-25,['Economic'],negative
1.28e+18,@MSEDCL our bill no.001900523790  BU. 4708Usually our monthly bill come at Rs.800 to 1000 thousand rupees per month… https://t.co/wwYkuqDvHa,Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,"#IndiaFightsCorona
7 point plan to win COVID
via NaMo App https://t.co/jYlGavlS7S",Haveli,Pune ,2020-06-25,,neutral
1.28e+18,"Ridiculous. 100 Deluxe Rooms As Covid Centres For Karnataka Ministers, MLAs, Officers - NDTV https://t.co/Cul0BpRRzl",Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,#NirmalaSitharaman #sbicard #SBI in this current covid 19 situation how can bank fine 4452/- there customers for by… https://t.co/1vAknI0tjp,Navi Mumbai,Thane,2020-06-25,,neutral
1.28e+18,@Sanjaypro Because of Covid cess,Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,"Words I have learnt in 2020 -

Corona 
Isolation
Quarantine
Lockdown
Hydroxychloroquine
AatmaNirbhar
Nepotism",Amravati,Amravati,2020-06-25,['Economic'],negative
1.28e+18,"@NianticHelp Hello team Niantic, I think we people in India need remote raid passes in big bundle as we cannot go o… https://t.co/KLnnpLj4G2",Bengaluru,Bangalore ,2020-06-25,,neutral
1.28e+18,"Words I have learnt in 2020 :--
Corona
Isolation
Quarantine
Lockdown
Hydroxychloroquine
Aatmanirbhar
Nepotism...",Gorakhpur,Gorakhpur,2020-06-25,['Economic'],negative
1.28e+18,"Maha mantri issues warning to Patanjali over 'Coronil': Won't allow sale of spurious medicines
 https://t.co/25CuKV9ut2",Vijayawada,Krishna,2020-06-25,['Transpotation'],negative
1.28e+18,@HuXijin_GT As you see these trolls. Indian media has no concern with the actual problems. COVID 19 is spreading fa… https://t.co/KhngFfIhtC,Darbhanga,Darbhanga,2020-06-25,['Economic'],negative
1.28e+18,Cash-based approaches to social protection programs are getting a lot of attention during the COVID crisis. By one… https://t.co/Ck9NAgKBMd,Guwahati,Kamrup Metropolitan,2020-06-25,,neutral
1.28e+18,"Play by the rules , But be ferocious.

#motivation #SocialMedia #SocialDistancing #marketing #StarWars #people… https://t.co/FB0nh0PR0i",Amritsar,Amritsar,2020-06-25,,positive
1.28e+18,"#CancelAktuExams #PromoteStudentsSaveFuture #StudentLivesMatter #Students #PromoteStudentsWithoutExams 
*lockdown t… https://t.co/uJwhhyEhvR",Faizabad,Faizabad,2020-06-25,,neutral
1.28e+18,@AseerAchary Already EPS and OPS are worried about covid 19 fallout..You have planted a big time b...b..By the way how you got this coup?,Egmore Nungambakkam,Chennai ,2020-06-25,['Economic'],negative
1.28e+18,"List of Essential items to take to exam hall 😂🙊 pre &amp; post covid-19 era 👇👇

#Exams2020 #icaiexams #castudents… https://t.co/lGytKBUSQj",New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,In this Covid19 lockdown you will see such amazing activities in the seashore of Puri. Amazing video clip by… https://t.co/dQK0ysUtlF,Bhubaneshwar,Khordha,2020-06-25,,positive
1.28e+18,@VijayGu09638474 @JagmohanKausha2 Adesh gupta sir if testing rate High covid positive case increase kindly approch… https://t.co/dn3fxrXfVj,New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,"27% to 30 per cent and that on diesel from 16.75 percent to 30 percent on May 5. 
Governments are looking at revenu… https://t.co/p1EF0sQJCT",Kharar,Sahibzada Ajit Singh Nagar,2020-06-25,['Transpotation'],negative
1.28e+18,@ShakeelAzhar2 @DMReasi @ad_fcs @azey786 @Jkap_Aijazkhan @GuftarAhmedCh @mohhdaarif @Amir_Khatana_ Few people of Na… https://t.co/1LWs64diDn,New Delhi,New Delhi,2020-06-25,['Food Shortage'],negative
1.28e+18,@AslamShaikh_MLA sir I have been trying to get myself tested for Covid from the past 2-3 days but I am unable to do… https://t.co/RUL13cvhz7,Mumbai,Mumbai ,2020-06-25,['Daily Services'],negative
1.28e+18,"If they can, then why can't you? 

Only we can save us. 

#MaskUpAssam #COVID__19 

.@sarbanandsonwal .… https://t.co/r6TYb9gtnM",New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,"#BengalAgainstExam #HelpsUCM,
Respected ma'm,sir
Save us and our family from increasing covid… https://t.co/ml3O2GFSGA",Santipur,Nadia,2020-06-25,,positive
1.28e+18,It is sad tht ppl granted home quarantine r not adhering to it resulting in community spread of Covid.Testing facil… https://t.co/UTHukxxB3i,Guwahati,Kamrup Metropolitan,2020-06-25,['Transpotation'],negative
1.28e+18,24 June 2020 Tweet: Requirements for Covid testing as per @ICMRDELHI guidelines: Mobile number (for @SetuAarogya) &amp;… https://t.co/kAxjy7truL,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"@TheBenno70 Good Evening Ben.. Delhi is now top in Covid tally but by the grace of God and ur wishes , I'm healthy… https://t.co/DJlfOdW9wa",New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,16th June Tweet: Any idea how #Covid_19 testing of homeless person having #mentalillness possible without ID proof… https://t.co/ebp2GnBXLY,New Delhi,New Delhi,2020-06-25,['Others'],negative
1.28e+18,"@mybmc @AUThackeray @AmeyGhole 
I had contacted you on Monday regarding the door to door testing procedure
 I had s… https://t.co/oK0DoDwX8U",Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,@ashokgehlot51 if your family members contract Covid don't use Coronil to treat them.,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"[Breaking] Class X, XII Board exams cancelled; optional Class XII exams may be held when COVID-19 situation improve… https://t.co/EEOKmlMvM0",Gangtok,Sikkim ,2020-06-25,['Others'],negative
1.28e+18,Good step by .@sarbanandsonwal government 👍 It should help a lot of people who might be in dire straits due to… https://t.co/Z0oon2c1fs,New Delhi,New Delhi,2020-06-25,['Food Shortage'],negative
1.28e+18,"Indeed an honour to be recognised.  
One must do whatever one can to alleviate the suffering from his disastrous Co… https://t.co/Pmxr5UTte3",Mumbai,Mumbai ,2020-06-25,['Transpotation'],negative
1.28e+18,7th June 2020 Tweet: @ICMRDELHI must incorporate priority to homeless &amp; destitutes (especially persons with… https://t.co/ALWyTOsn0W,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,The saddest part is that all of sudden after this COVID-19 outbreak parents and students started considering educat… https://t.co/BBZpBrF8Ed,Ranchi,Jharkhand,2020-06-25,['Others'],negative
1.28e+18,"Despite Hyderabad has highest TPR among other big cities, covid testing is suspended as there are a lot of samples… https://t.co/BH948vhMcl",Hyderabad,Hyderabad,2020-06-25,,neutral
1.28e+18,The work not done in previous 70 years.see what done in previous 70 years.said by @RahulGandhi ji..😂😂😂😂 if money gi… https://t.co/UDLjgr3tip,New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,"Thank you @AdvGauravKumar for your relentless efforts for #Homeless persons with #mentalillness 

See my earlier tw… https://t.co/P596C4KK77",New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,PAKISTAN: Aviation minister says the pilots in the Karachi plane crash were distracted because they were discussing… https://t.co/bycftaQgwQ,Surat,Surat,2020-06-25,,neutral
1.28e+18,"Pls read it 
Requesting for promoting in examination due to covid-19 .
All of students ( doesn't matter  graduation… https://t.co/uo5YPQ8oSo",Kanpur,Kanpur Nagar,2020-06-25,['Others'],negative
1.28e+18,congratulations Dr. Sunil Jyani  on defeating corona virus successfully. He was posted in emergency when he got inf… https://t.co/jYhJ9bbw0X,AIIMS,South East Delhi,2020-06-25,,positive
1.28e+18,"https://t.co/AeKj2v6EiV
State cannot impose a discipline by force.People must rise to the occasion &amp; maintain Socia… https://t.co/yi8iIPkgtb",Kolkata,Kolkata,2020-06-25,,positive
1.28e+18,In 139 Government Polytechnic College I was appointed as a guest lecturer in consolidated pay but now I was termina… https://t.co/VeXgVcYSaB,Tirupattur,Tirupattur ,2020-06-25,,neutral
1.28e+18,Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona https://t.co/MiSG4iBURl,Nagpur,Nagpur ,2020-06-25,['Transpotation'],negative
1.28e+18,"Stay Safe &amp; Secured with IWM Contactless Sanitizer Dispenser! Ensure the safety from COVID-19 Virus now.
--
For Inq… https://t.co/naURglLIGC",Indore,Indore,2020-06-25,,positive
1.28e+18,"@CPHydCity @asadowaisi During the lockdown, the @hydcitypolice showed prejudice and deliberately targeted innocent… https://t.co/F6E9okynBp",Hyderabad,Hyderabad,2020-06-25,,neutral
1.28e+18,@SanjayAzadSln @ipathak25 Focus on covid issues in Delhi first.,Noida,Gautam Buddha Nagar,2020-06-25,,neutral
1.28e+18,@ANI Sir kindly take some proper decisions regarding fee payments of University. Our university has already release… https://t.co/1SHBbkIZTR,Koraput,Koraput,2020-06-25,,neutral
1.28e+18,Jalgaon (Maharashtra) Mayor Bharti Sonawane is Working on her responsibilities by taking yoga classes at covid cent… https://t.co/4UlbMTv68Q,Jalgaon,Jalgaon,2020-06-25,,neutral
1.28e+18,Trade &amp; supplies with Nepal continuing &amp; bilateral trade is going despite lockdown: MEA,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"HC seeks Centre, Delhi govt's response on plea for COVID testing of mentally ill homeless persons https://t.co/uVfT9sHyxW

@CHDIndia",New Delhi,New Delhi,2020-06-25,['Daily Services'],negative
1.28e+18,"#No exams in covid
#Safe life
#safe our students https://t.co/M8DYZIneoA",Gorkhpur,Gorakhpur,2020-06-25,,positive
1.28e+18,"Get well soon venkat anna
@VenkatBalmoor #Covid_19 https://t.co/beulWKBprZ",Farooq Nagar,Malappuram,2020-06-25,,neutral
1.28e+18,"Today the Corona count of Tamilnadu is 3358!

Yes, you read it right! 3358!

Every passing day, this ignorant… https://t.co/PBD1pLhjwJ",Sriperumbudur,Kanchipuram ,2020-06-25,['Others'],negative
1.28e+18,@ICMRDELHI @drharshvardhan @PMOIndia @narendramodi @AmitShah If Aayush ministry's Kadha can b served to C19 patient… https://t.co/gQIiAdfzqI,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,It now seems we were better inside then now outside. The lockdown appears to be the only answer to the covid 19. Th… https://t.co/8gJa7clhD5,Panvel,Raigad,2020-06-25,['Others'],negative
1.28e+18,"Essential food and no nuts.

#exif 
1).
Iso-1250
F-5.6
Ss-1/320
2).
Iso-2000
F-5.6
Ss-1/320

#chembur
#cheddanagar… https://t.co/lfHMECdzw9",Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,@AxisBank I have put up with your poor service for the entire lockdown now. Help me find a solution to the problem.… https://t.co/yCAmBfH2KH,Bengaluru South,Bangalore ,2020-06-25,['Economic'],negative
1.28e+18,"#Mysuru Reports first #CoronaVirus Death. 

87 Year Old Man from KR Nagar taluk who died at a Private hospital had… https://t.co/wqXfDqiaKW",Mysore,Mysuru ,2020-06-25,['Transpotation'],negative
1.28e+18,"What an amazing gift to be able to help people, not just yourself.
- @BarackObama

#FoodAid 
To 10 Single Mothers f… https://t.co/ZrLqEMRiOs",Colaba,Mumbai ,2020-06-25,,positive
1.28e+18,When dad ask me a question from RAMAYAN &amp; after watching RAMAYAN 2 times in lockdown didn’t know the answer ** https://t.co/VC6MDxfqpB,Dehra Dun Rural,Dehradun,2020-06-25,['Economic'],negative
1.28e+18,@Andrew007Uk Andhra Pradesh is the best in tackling the #covid19 in India.The first chief minister who imported 1la… https://t.co/VJnoKl76lW,Bengaluru South,Bangalore ,2020-06-25,,neutral
1.28e+18,"#Karnataka - 113 new #COVID19 cases, 30 Discharges reported in #Bengaluru Urban District in last 24 Hours. Now Tota… https://t.co/GJCi8YMcxb",Hayathnagar,Rangareddy,2020-06-25,,neutral
1.28e+18,@parminder1397 @NavGill37 Hooo apko covid 19 huwahwy kya by god taje care paji take care of your family health also… https://t.co/8sgJjMAbbQ,Vijayawada,Krishna,2020-06-25,,positive
1.28e+18,Screening and Swab Collection in process at different wards under Covid Counselling Centre in #Guwahati… https://t.co/BAPD21nawK,Guwahati,Kamrup Metropolitan,2020-06-25,,neutral
1.28e+18,Life is coming back to normal..too many vehicles on road. Can smell polluted air now. All masked faces on road.… https://t.co/Leq5BKs9L3,Mumbai,Mumbai ,2020-06-25,['Transpotation'],negative
1.28e+18,"@KTRTRS Sir is it necessary to plant tree , rather your not worried about covid . Tests are stopped in telengana fo… https://t.co/Relkg3wITk",Hyderabad,Hyderabad,2020-06-25,['Daily Services'],negative
1.28e+18,Pharma companies will create all hurdles for patanjli discovery of aryuvedic treatment for COVID 19 I REQUEST MODI… https://t.co/6uhRxovlSa,Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,"@CMOMaharashtra According to some Ayurvedic doctors

Ashwagandha
Shatavari
Amlaki
Tulsi
Guduchi

are all anti viral… https://t.co/MYYrWHpDIQ",Pune,Pune ,2020-06-25,,neutral
1.28e+18,"#workingfromhome is the New Normal and hope it sustains. 

https://t.co/eTS03NdYfq https://t.co/mqm8J1ScVl",New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,"@bira91 91
 More than 20 MRP’s across Bangalore checked..
All the stores had only one thing to say.. “NO BIRA STOCK… https://t.co/IU2Mq7ghqb",Bengaluru,Bangalore ,2020-06-25,['Daily Services'],negative
1.28e+18,Cooperate if u don't want Bengaluru to be under lockdown again https://t.co/z25p48gYx7,Bengaluru,Bangalore ,2020-06-25,['Transpotation'],negative
1.28e+18,"#Covid_19 #Maharashtra Health Min @rajeshtope11 
Recovery rate 52 percent 
Per million cases- 1200
1 lakh AntiGen t… https://t.co/JaUCTH3G0K",Mumbai,Mumbai ,2020-06-25,,positive
1.28e+18,"@royalenfield considering the past lockdown circumstances, i was keep holding my patience...but now it's already be… https://t.co/OpEt2gl6aR",Motihari,Purba Champaran,2020-06-25,['Daily Services'],negative
1.28e+18,"Spring Break Trip Led to 64 COVID Cases in Texas
https://t.co/ZJvMqLI8HV",Purba Muzaffarpur,Ludhiana,2020-06-25,,neutral
1.28e+18,@Nattashasharrma @radhacharandas Lockdown yog,Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,3500 positive cases today in Tamilnadu. #COVID19 https://t.co/62VFkgNT7r,Coimbatore,Coimbatore ,2020-06-25,,neutral
1.28e+18,"The persons admitted at Sagar Hospital near Harohalli Industrial area, Kanakapura Road for Covid 19 cases are break… https://t.co/blTDDzSouH",Bengaluru South,Bangalore ,2020-06-25,,neutral
1.28e+18,So finally Lg modified his order of compulsory Covid centre visit for positive cases.Home Quarantine is the best th… https://t.co/msEPq07iUb,New Delhi,New Delhi,2020-06-25,,positive
1.28e+18,"The persons admitted at Sagar Hospital near Harohalli Industrial area, Kanakapura Road for Covid 19 cases are break… https://t.co/ecz7B6j3En",Bengaluru South,Bangalore ,2020-06-25,,neutral
1.28e+18,"The persons admitted at Sagar Hospital near Harohalli Industrial area, Kanakapura Road for Covid 19 cases are break… https://t.co/GH4xupljnW",Bengaluru South,Bangalore ,2020-06-25,,neutral
1.28e+18,@ArvindKejriwal  sir there should be particular helpline for needy groceries for covid confirm people because near… https://t.co/x8ZMHLyu1Z,New Delhi,New Delhi,2020-06-25,,neutral
1.28e+18,"#BREAKING_NEWS

4 new #COVID-19 positive cases detected in #Jharsuguda district.

# 3 cases reported in Jharsuguda… https://t.co/UntEfqeZBq",Jharsuguda,Jharsuguda,2020-06-25,['Others'],negative
1.28e+18,"@KTRTRS Hi sir, my brother named yerubandi hemmabar Sai  is suffering from   *liver damage*. Patient requires surge… https://t.co/DythHRDeOj",Karimnagar,Karimnagar,2020-06-25,['Transpotation'],negative
1.28e+18,"As per as COVID-19 pendemic concerned our TN CM already been  confirmed only god can save us from this virus, so re… https://t.co/xVXg0pEbKl",Mylapore Tiruvallike,Chennai ,2020-06-25,['Others'],negative
1.28e+18,@ralpharakal @IndianExpress @belagavi_news @Belagavi_infra @Hubballi_Infra @hublimandi @Mysuru_district @iambhutia… https://t.co/RnvALCaSun,Bengaluru South,Bangalore ,2020-06-25,,neutral
1.28e+18,@himantabiswa I have a suggestion for ensuring correctness of addresses of the people opting for Covid-19 test. Ple… https://t.co/KqV3hKl3JT,Guwahati,Kamrup Metropolitan,2020-06-25,,positive
1.28e+18,"@KTRoffice Hi sir, my brother named yerubandi hemmabar Sai  is suffering from *liver damage*.Patient requires surge… https://t.co/9jSbLT7wvw",Karimnagar,Karimnagar,2020-06-25,['Transpotation'],negative
1.28e+18,"We want #Dilbechara to release on big screen after this lockdown.
Please Release #Dilbechara on big screen.. Please… https://t.co/ywaX9BAkfV",Chengalpattu,Chengalpattu ,2020-06-25,['Daily Services'],negative
1.28e+18,"This is what I am seeing right now. As they say, living in present 😋
I have yet to start my routine evening walks.… https://t.co/6X3BepKT73",Ahmadabad City,Ahmedabad ,2020-06-25,,positive
1.28e+18,"My Mother who is 64 years old residing at Gopalpur on Sea , said , ""there has been no door to door covid test in Ga… https://t.co/zyAsWwhuZ7",New Delhi,New Delhi,2020-06-25,['Transpotation'],negative
1.28e+18,@alden007 This is only for critical patient of Covid-19 not for everyone 🙌🙏,Mumbai,Mumbai ,2020-06-25,['Economic'],negative
1.28e+18,"In Karnataka specially in Bangalore @BSYBJP should bring Immideately """"LOCKDOWN"" Atleast for a month to save So Man… https://t.co/hfOO6q2LWM",Bengaluru South,Bangalore ,2020-06-25,['Transpotation'],negative
1.28e+18,"@shaik561954 @rajnathsingh So, I advised the Widow to file Petition in Mumbai High Court. Sadly she has no finances… https://t.co/f1wLz6cipk",Bengaluru South,Bangalore ,2020-06-25,['Transpotation'],negative
1.28e+18,@alden007 @ajshastri @heteroofficial This is administered to critical COVID  patients.,Mumbai,Mumbai ,2020-06-25,,neutral
1.28e+18,@MsRiyaMukherjee How do you spend your home quarantine? Asked to a Covid patient. He replied “I enjoy listening Riy… https://t.co/42xE9R9DXX,New Delhi,New Delhi,2020-06-25,,positive
